"","index","replacements"
"1666",10939,0
"1667",10940,0
"1668",10941,0
"1669",10942,0
"1670",10943,0
"1671",10944,0
"1672",10945,0
"1673",10946,0
"1674",10947,0
"1675",10948,0
"1676",10949,0
"1677",10950,0
"1678",10951,0
"1679",10952,0
"1680",10953,0
"1681",10954,0
"1682",10955,0
"1683",10956,0
"1684",10957,0
"1685",10958,0
"1686",10959,0
"1687",10960,0
"1688",10961,0
"1689",10962,0
"1690",10963,0
"1691",10964,0
"1692",10965,0
"1693",10966,0
"1694",10967,0
"1695",10968,0
"1696",10969,0
"1697",10970,0
"1698",10971,0
"1699",10972,0
"1700",10973,0
"1701",10974,0
"1702",10975,0
"1703",10976,0
"1704",10977,0
"1705",10978,0
"1706",10979,0
"1707",10980,0
"1708",10981,0
"1709",10982,0
"1710",10983,0
"1711",10984,0
"1712",10985,0
"1713",10986,0
"1714",10987,0
"1715",10988,0
"1716",10989,0
"1717",10990,0
"1718",10991,0
"1719",10992,0
"1720",10993,0
"1721",10994,0
"1722",10995,0
"1723",10996,0
"1724",10997,0
"1725",10998,0
"1726",10999,0
"1727",11000,0
"1728",11001,0
"1729",11002,0
"1730",11003,0
"1731",11004,0
"1732",11005,0
"1733",11006,0
"1734",11007,0
"1735",11008,0
"1736",11009,0
"1737",11010,0
"1738",11011,0
"1739",11012,0
"1740",11013,0
"1741",11014,0
"1742",11015,0
"1743",11016,0
"1744",11017,0
"1745",11018,0
"1746",11019,0
"1747",11020,0
"1748",11021,0
"1749",11022,0
"1750",11023,0
"1751",11024,0
"1752",11025,0
"1753",11026,0
"1754",11027,0
"1755",11028,0
"1756",11029,0
"1757",11030,0
"1758",11031,0
"1759",11032,0
"1760",11033,0
"1761",11034,0
"1762",11035,0
"1763",11036,0
"1764",11037,0
"1765",11038,0
"1766",11039,0
"1767",11040,0
"1768",11041,0
"1769",11042,0
"1770",11043,0
"1771",11044,0
"1772",11045,0
"1773",11046,0
"1774",11047,0
"1775",11048,0
"1776",11049,0
"1777",11050,0
"1778",11051,0
"1779",11052,0
"1780",11053,0
"1781",11054,0
"1782",11055,0
"1783",11056,0
"1784",11057,0
"1785",11058,0
"1786",11059,0
"1787",11060,0
"1788",11061,0
"1789",11062,0
"1790",11063,0
"1791",11064,0
"1792",11065,0
"1793",11066,0
"1794",11067,0
"1795",11068,0
"1796",11069,0
"1797",11070,0
"1798",11071,0
"1799",11072,0
"1800",11073,0
"1801",11074,0
"1802",11075,0
"1803",11076,0
"1804",11077,0
"1805",11078,0
"1806",11079,0
"1807",11080,0
"1808",11081,0
"1809",11082,0
"1810",11083,0
"1811",11084,0
"1812",11085,0
"1813",11086,0
"1814",11087,0
"1815",11088,0
"1816",11089,0
"1817",11090,0
"1818",11091,0
"1819",11092,0
"1820",11093,0
"1821",11094,0
"1822",11095,0
"1823",11096,0
"1824",11097,0
"1825",11098,0
"1826",11099,0
"1827",11100,0
"1828",11101,0
"1829",11102,0
"1830",11103,0
"1831",11104,0
"1832",11105,0
"1833",11106,0
"1834",11107,0
"1835",11108,0
"1836",11109,0
"1837",11110,0
"1838",11111,0
"1839",11112,0
"1840",11113,0
"1841",11114,0
"1842",11115,0
"1843",11116,0
"1844",11117,0
"1845",11118,0
"1846",11119,0
"1847",11120,0
"1848",11121,0
"1849",11122,0
"1850",11123,0
"1851",11124,0
"1852",11125,0
"1853",11126,0
"1854",11127,0
"1855",11128,0
"1856",11129,0
"1857",11130,0
"1858",11131,0
"1859",11132,0
"1860",11133,0
"1861",11134,0
"1862",11135,0
"1863",11136,0
"1864",11137,0
"1865",11138,0
"1866",11139,0
"1867",11140,0
"1868",11141,0
"1869",11142,0
"1870",11143,0
"1871",11144,0
"1872",11145,0
"1873",11146,0
"1874",11147,0
"1875",11148,0
"1876",11149,0
"1877",11150,0
"1878",11151,0
"1879",11152,0
"1880",11153,0
"1881",11154,0
"1882",11155,0
"1883",11156,0
"1884",11157,0
"1885",11158,0
"1886",11159,0
"1887",11160,0
"1888",11161,0
"1889",11162,0
"1890",11163,0
"1891",11164,0
"1892",11165,0
"1893",11166,0
"1894",11167,0
"1895",11168,0
"1896",11169,0
"1897",11170,0
"1898",11171,0
"1899",11172,0
"1900",11173,0
"1901",11174,0
"1902",11175,0
"1903",11176,0
"1904",11177,0
"1905",11178,0
"1906",11179,0
"1907",11180,0
"1908",11181,0
"1909",11182,0
"1910",11183,0
"1911",11184,0
"1912",11185,0
"1913",11186,0
"1914",11187,0
"1915",11188,0
"1916",11189,0
"1917",11190,0
"1918",11191,0
"1919",11192,0
"1920",11193,0
"1921",11194,0
"1922",11195,0
"1923",11196,0
"1924",11197,0
"1925",11198,0
"1926",11199,0
"1927",11200,0
"1928",11201,0
"1929",11202,0
"1930",11203,0
"1931",11204,0
"1932",11205,0
"1933",11206,0
"1934",11207,0
"1935",11208,0
"1936",11209,0
"1937",11210,0
"1938",11211,0
"1939",11212,0
"1940",11213,0
"1941",11214,0
"1942",11215,0
"1943",11216,0
"1944",11217,0
"1945",11218,0
"1946",11219,0
"1947",11220,0
"1948",11221,0
"1949",11222,0
"1950",11223,0
"1951",11224,0
"1952",11225,0
"1953",11226,0
"1954",11227,0
"1955",11228,0
"1956",11229,0
"1957",11230,0
"1958",11231,0
"1959",11232,0
"1960",11233,0
"1961",11234,0
"1962",11235,0
"1963",11236,0
"1964",11237,0
"1965",11238,0
"1966",11239,0
"1967",11240,0
"1968",11241,0
"1969",11242,0
"1970",11243,0
"1971",11244,0
"1972",11245,0
"1973",11246,0
"1974",11247,0
"1975",11248,0
"1976",11249,0
"1977",11250,0
"1978",11251,0
"1979",11252,0
"1980",11253,0
"1981",11254,0
"1982",11255,0
"1983",11256,0
"1984",11257,0
"1985",11258,0
"1986",11259,0
"1987",11260,0
"1988",11261,0
"1989",11262,0
"1990",11263,0
"1991",11264,0
"1992",11265,0
"1993",11266,0
"1994",11267,0
"1995",11268,0
"1996",11269,0
"1997",11270,0
"1998",11271,0
"1999",11272,0
"2000",11273,0
"2001",11274,0
"2002",11275,0
"2003",11276,0
"2004",11277,0
"2005",11278,0
"2006",11279,0
"2007",11280,0
"2008",11281,0
"2009",11282,0
"2010",11283,0
"2011",11284,0
"2012",11285,0
"2013",11286,0
"2014",11287,0
"2015",11288,0
"2016",11289,0
"2017",11290,0
"2018",11291,0
"2019",11292,0
"2020",11293,0
"2021",11294,0
"2022",11295,0
"2023",11296,0
"2024",11297,0
"2025",11298,0
"2026",11299,0
"2027",11300,0
"2028",11301,0
"2029",11302,0
"2030",11303,0
"2031",11304,0
"2032",11305,0
"2033",11306,0
"2034",11307,0
"2035",11308,0
"2036",11309,0
"2037",11310,0
"2038",11311,0
"2039",11312,0
"2040",11313,0
"2041",11314,0
"2042",11315,0
"2043",11316,0
"2044",11317,0
"2045",11318,0
"2046",11319,0
"2047",11320,0
"2048",11321,0
"2049",11322,0
"2050",11323,0
"2051",11324,0
"2052",11325,0
"2053",11326,0
"2054",11327,0
"2055",11328,0
"2056",11329,0
"2057",11330,0
"2058",11331,0
"2059",11332,0
"2060",11333,0
"2061",11334,0
"2062",11335,0
"2063",11336,0
"2064",11337,0
"2065",11338,0
"2066",11339,0
"2067",11340,0
"2068",11341,0
"2069",11342,0
"2070",11343,0
"2071",11344,0
"2072",11345,0
"2073",11346,0
"2074",11347,0
"2075",11348,0
"2076",11349,0
"2077",11350,0
"2078",11351,0
"2079",11352,0
"2080",11353,0
"2081",11354,0
"2082",11355,0
"2083",11356,0
"2084",11357,0
"2085",11358,0
"2086",11359,0
"2087",11360,0
"2088",11361,0
"2089",11362,0
"2090",11363,0
"2091",11364,0
"2092",11365,0
"2093",11366,0
"2094",11367,0
"2095",11368,0
"2096",11369,0
"2097",11370,0
"2098",11371,0
"2099",11372,0
"2100",11373,0
"2101",11374,0
"2102",11375,0
"2103",11376,0
"2104",11377,0
"2105",11378,0
"2106",11379,0
"2107",11380,0
"2108",11381,0
"2109",11382,0
"2110",11383,0
"2111",11384,0
"2112",11385,0
"2113",11386,0
"2114",11387,0
"2115",11388,0
"2116",11389,0
"2117",11390,0
"2118",11391,0
"2119",11392,0
"2120",11393,0
"2121",11394,0
"2122",11395,0
"2123",11396,0
"2124",11397,0
"2125",11398,0
"2126",11399,0
"2127",11400,0
"2128",11401,0
"2129",11402,0
"2130",11403,0
"2131",11404,0
"2132",11405,0
"2133",11406,0
"2134",11407,0
"2135",11408,0
"2136",11409,0
"2137",11410,0
"2138",11411,0
"2139",11412,0
"2140",11413,0
"2141",11414,0
"2142",11415,0
"2143",11416,0
"2144",11417,0
"2145",11418,0
"2146",11419,0
"2147",11420,0
"2148",11421,0
"2149",11422,0
"2150",11423,0
"2151",11424,0
"2152",11425,0
"2153",11426,0
"2154",11427,0
"2155",11428,0
"2156",11429,0
"2157",11430,0
"2158",11431,0
"2159",11432,0
"2160",11433,0
"2161",11434,0
"2162",11435,0
"2163",11436,0
"2164",11437,0
"2165",11438,0
"2166",11439,0
"2167",11440,0
"2168",11441,0
"2169",11442,0
"2170",11443,0
"2171",11444,0
"2172",11445,0
"2173",11446,0
"2174",11447,0
"2175",11448,0
"2176",11449,0
"2177",11450,0
"2178",11451,0
"2179",11452,0
"2180",11453,0
"2181",11454,0
"2182",11455,0
"2183",11456,0
"2184",11457,0
"2185",11458,0
"2186",11459,0
"2187",11460,0
"2188",11461,0
"2189",11462,0
"2190",11463,0
"2191",11464,0
"2192",11465,0
"2193",11466,0
"2194",11467,0
"2195",11468,0
"2196",11469,0
"2197",11470,0
"2198",11471,0
"2199",11472,0
"2200",11473,0
"2201",11474,0
"2202",11475,0
"2203",11476,0
"2204",11477,0
"2205",11478,0
"2206",11479,0
"2207",11480,0
"2208",11481,0
"2209",11482,0
"2210",11483,0
"2211",11484,0
"2212",11485,0
"2213",11486,0
"2214",11487,0
"2215",11488,0
"2216",11489,0
"2217",11490,0
"2218",11491,0
"2219",11492,0
"2220",11493,0
"2221",11494,0
"2222",11495,0
"2223",11496,0
"2224",11497,0
"2225",11498,0
"2226",11499,0
"2227",11500,0
"2228",11501,0
"2229",11502,0
"2230",11503,0
"2231",11504,0
"2232",11505,0
"2233",11506,0
"2234",11507,0
"2235",11508,0
"2236",11509,0
"2237",11510,0
"2238",11511,0
"2239",11512,0
"2240",11513,0
"2241",11514,0
"2242",11515,0
"2243",11516,0
"2244",11517,0
"2245",11518,0
"2246",11519,0
"2247",11520,0
"2248",11521,0
"2249",11522,0
"2250",11523,0
"2251",11524,0
"2252",11525,0
"2253",11526,0
"2254",11527,0
"2255",11528,0
"2256",11529,0
"2257",11530,0
"2258",11531,0
"2259",11532,0
"2260",11533,0
"2261",11534,0
"2262",11535,0
"2263",11536,0
"2264",11537,0
"2265",11538,0
"2266",11539,0
"2267",11540,0
"2268",11541,0
"2269",11542,0
"2270",11543,0
"2271",11544,0
"2272",11545,0
"2273",11546,0
"2274",11547,0
"2275",11548,0
"2276",11549,0
"2277",11550,0
"2278",11551,0
"2279",11552,0
"2280",11553,0
"2281",11554,0
"2282",11555,0
"2283",11556,0
"2284",11557,0
"2285",11558,0
"2286",11559,0
"2287",11560,0
"2288",11561,0
"2289",11562,0
"2290",11563,0
"2291",11564,0
"2292",11565,0
"2293",11566,0
"2294",11567,0
"2295",11568,0
"2296",11569,0
"2297",11570,0
"2298",11571,0
"2299",11572,0
"2300",11573,0
"2301",11574,0
"2302",11575,0
"2303",11576,0
"2304",11577,0
"2305",11578,0
"2306",11579,0
"2307",11580,0
"2308",11581,0
"2309",11582,0
"2310",11583,0
"2311",11584,0
"2312",11585,0
"2313",11586,0
"2314",11587,0
"2315",11588,0
"2316",11589,0
"2317",11590,0
"2318",11591,0
"2319",11592,0
"2320",11593,0
"2321",11594,0
"2322",11595,0
"2323",11596,0
"2324",11597,0
"2325",11598,0
"2326",11599,0
"2327",11600,0
"2328",11601,0
"2329",11602,0
"2330",11603,0
"2331",11604,0
"2332",11605,0
"2333",11606,0
"2334",11607,0
"2335",11608,0
"2336",11609,0
"2337",11610,0
"2338",11611,0
"2339",11612,0
"2340",11613,0
"2341",11614,0
"2342",11615,0
"2343",11616,0
"2344",11617,0
"2345",11618,0
"2346",11619,0
"2347",11620,0
"2348",11621,0
"2349",11622,0
"2350",11623,0
"2351",11624,0
"2352",11625,0
"2353",11626,0
"2354",11627,0
"2355",11628,0
"2356",11629,0
"2357",11630,0
"2358",11631,0
"2359",11632,0
"2360",11633,0
"2361",11634,0
"2362",11635,0
"2363",11636,0
"2364",11637,0
"2365",11638,0
"2366",11639,0
"2367",11640,0
"2368",11641,0
"2369",11642,0
"2370",11643,0
"2371",11644,0
"2372",11645,0
"2373",11646,0
"2374",11647,0
"2375",11648,0
"2376",11649,0
"2377",11650,0
"2378",11651,0
"2379",11652,0
"2380",11653,0
"2381",11654,0
"2382",11655,0
"2383",11656,0
"2384",11657,0
"2385",11658,0
"2386",11659,0
"2387",11660,0
"2388",11661,0
"2389",11662,0
"2390",11663,0
"2391",11664,0
"2392",11665,0
"2393",11666,0
"2394",11667,0
"2395",11668,0
"2396",11669,0
"2397",11670,0
"2398",11671,0
"2399",11672,0
"2400",11673,0
"2401",11674,0
"2402",11675,0
"2403",11676,0
"2404",11677,0
"2405",11678,0
"2406",11679,0
"2407",11680,0
"2408",11681,0
"2409",11682,0
"2410",11683,0
"2411",11684,0
"2412",11685,0
"2413",11686,0
"2414",11687,0
"2415",11688,0
"2416",11689,0
"2417",11690,0
"2418",11691,0
"2419",11692,0
"2420",11693,0
"2421",11694,0
"2422",11695,0
"2423",11696,0
"2424",11697,0
"2425",11698,0
"2426",11699,0
"2427",11700,0
"2428",11701,0
"2429",11702,0
"2430",11703,0
"2431",11704,0
"2432",11705,0
"2433",11706,0
"2434",11707,0
"2435",11708,0
"2436",11709,0
"2437",11710,0
"2438",11711,0
"2439",11712,0
"2440",11713,0
"2441",11714,0
"2442",11715,0
"2443",11716,0
"2444",11717,0
"2445",11718,0
"2446",11719,0
"2447",11720,0
"2448",11721,0
"2449",11722,0
"2450",11723,0
"2451",11724,0
"2452",11725,0
"2453",11726,0
"2454",11727,0
"2455",11728,0
"2456",11729,0
"2457",11730,0
"2458",11731,0
"2459",11732,0
"2460",11733,0
"2461",11734,0
"2462",11735,0
"2463",11736,0
"2464",11737,0
"2465",11738,0
"2466",11739,0
"2467",11740,0
"2468",11741,0
"2469",11742,0
"2470",11743,0
"2471",11744,0
"2472",11745,0
"2473",11746,0
"2474",11747,0
"2475",11748,0
"2476",11749,0
"2477",11750,0
"2478",11751,0
"2479",11752,0
"2480",11753,0
"2481",11754,0
"2482",11755,0
"2483",11756,0
"2484",11757,0
"2485",11758,0
"2486",11759,0
"2487",11760,0
"2488",11761,0
"2489",11762,0
"2490",11763,0
"2491",11764,0
"2492",11765,0
"2493",11766,0
"2494",11767,0
"2495",11768,0
"2496",11769,0
"2497",11770,0
"2498",11771,0
"2499",11772,0
"2500",11773,0
"2501",11774,0
"2502",11775,0
"2503",11776,0
"2504",11777,0
"2505",11778,0
"2506",11779,0
"2507",11780,0
"2508",11781,0
"2509",11782,0
"2510",11783,0
"2511",11784,0
"2512",11785,0
"2513",11786,0
"2514",11787,0
"2515",11788,0
"2516",11789,0
"2517",11790,0
"2518",11791,0
"2519",11792,0
"2520",11793,0
"2521",11794,0
"2522",11795,0
"2523",11796,0
"2524",11797,0
"2525",11798,0
"2526",11799,0
"2527",11800,0
"2528",11801,0
"2529",11802,0
"2530",11803,0
"2531",11804,0
"2532",11805,0
"2533",11806,0
"2534",11807,0
"2535",11808,0
"2536",11809,0
"2537",11810,0
"2538",11811,0
"2539",11812,0
"2540",11813,0
"2541",11814,0
"2542",11815,0
"2543",11816,0
"2544",11817,0
"2545",11818,0
"2546",11819,0
"2547",11820,0
"2548",11821,0
"2549",11822,0
"2550",11823,0
"2551",11824,0
"2552",11825,0
"2553",11826,0
"2554",11827,0
"2555",11828,0
"2556",11829,0
"2557",11830,0
"2558",11831,0
"2559",11832,0
"2560",11833,0
"2561",11834,0
"2562",11835,0
"2563",11836,0
"2564",11837,0
"2565",11838,0
"2566",11839,0
"2567",11840,0
"2568",11841,0
"2569",11842,0
"2570",11843,0
"2571",11844,0
"2572",11845,0
"2573",11846,0
"2574",11847,0
"2575",11848,0
"2576",11849,0
"2577",11850,0
"2578",11851,0
"2579",11852,0
"2580",11853,0
"2581",11854,0
"2582",11855,0
"2583",11856,0
"2584",11857,0
"2585",11858,0
"2586",11859,0
"2587",11860,0
"2588",11861,0
"2589",11862,0
"2590",11863,0
"2591",11864,0
"2592",11865,0
"2593",11866,0
"2594",11867,0
"2595",11868,0
"2596",11869,0
"2597",11870,0
"2598",11871,0
"2599",11872,0
"2600",11873,0
"2601",11874,0
"2602",11875,0
"2603",11876,0
"2604",11877,0
"2605",11878,0
"2606",11879,0
"2607",11880,0
"2608",11881,0
"2609",11882,0
"2610",11883,0
"2611",11884,0
"2612",11885,0
"2613",11886,0
"2614",11887,0
"2615",11888,0
"2616",11889,0
"2617",11890,0
"2618",11891,0
"2619",11892,0
"2620",11893,0
"2621",11894,0
"2622",11895,0
"2623",11896,0
"2624",11897,0
"2625",11898,0
"2626",11899,0
"2627",11900,0
"2628",11901,0
"2629",11902,0
"2630",11903,0
"2631",11904,0
"2632",11905,0
"2633",11906,0
"2634",11907,0
"2635",11908,0
"2636",11909,0
"2637",11910,0
"2638",11911,0
"2639",11912,0
"2640",11913,0
"2641",11914,0
"2642",11915,0
"2643",11916,0
"2644",11917,0
"2645",11918,0
"2646",11919,0
"2647",11920,0
"2648",11921,0
"2649",11922,0
"2650",11923,0
"2651",11924,0
"2652",11925,0
"2653",11926,0
"2654",11927,0
"2655",11928,0
"2656",11929,0
"2657",11930,0
"2658",11931,0
"2659",11932,0
"2660",11933,0
"2661",11934,0
"2662",11935,0
"2663",11936,0
"2664",11937,0
"2665",11938,0
"2666",11939,0
"2667",11940,0
"2668",11941,0
"2669",11942,0
"2670",11943,0
"2671",11944,0
"2672",11945,0
"2673",11946,0
"2674",11947,0
"2675",11948,0
"2676",11949,0
"2677",11950,0
"2678",11951,0
"2679",11952,0
"2680",11953,0
"2681",11954,0
"2682",11955,0
"2683",11956,0
"2684",11957,0
"2685",11958,0
"2686",11959,0
"2687",11960,0
"2688",11961,0
"2689",11962,0
"2690",11963,0
"2691",11964,0
"2692",11965,0
"2693",11966,0
"2694",11967,0
"2695",11968,0
"2696",11969,0
"2697",11970,0
"2698",11971,0
"2699",11972,0
"2700",11973,0
"2701",11974,0
"2702",11975,0
"2703",11976,0
"2704",11977,0
"2705",11978,0
"2706",11979,0
"2707",11980,0
"2708",11981,0
"2709",11982,0
"2710",11983,0
"2711",11984,0
"2712",11985,0
"2713",11986,0
"2714",11987,0
"2715",11988,0
"2716",11989,0
"2717",11990,0
"2718",11991,0
"2719",11992,0
"2720",11993,0
"2721",11994,0
"2722",11995,0
"2723",11996,0
"2724",11997,0
"2725",11998,0
"2726",11999,0
"2727",12000,0
"2728",12001,0
"2729",12002,0
"2730",12003,0
"2731",12004,0
"2732",12005,0
"2733",12006,0
"2734",12007,0
"2735",12008,0
"2736",12009,0
"2737",12010,0
"2738",12011,0
"2739",12012,0
"2740",12013,0
"2741",12014,0
"2742",12015,0
"2743",12016,0
"2744",12017,0
"2745",12018,0
"2746",12019,0
"2747",12020,0
"2748",12021,0
"2749",12022,0
"2750",12023,0
"2751",12024,0
"2752",12025,0
"2753",12026,0
"2754",12027,0
"2755",12028,0
"2756",12029,0
"2757",12030,0
"2758",12031,0
"2759",12032,0
"2760",12033,0
"2761",12034,0
"2762",12035,0
"2763",12036,0
"2764",12037,0
"2765",12038,0
"2766",12039,0
"2767",12040,0
"2768",12041,0
"2769",12042,0
"2770",12043,0
"2771",12044,0
"2772",12045,0
"2773",12046,0
"2774",12047,0
"2775",12048,0
"2776",12049,0
"2777",12050,0
"2778",12051,0
"2779",12052,0
"2780",12053,0
"2781",12054,0
"2782",12055,0
"2783",12056,0
"2784",12057,0
"2785",12058,0
"2786",12059,0
"2787",12060,0
"2788",12061,0
"2789",12062,0
"2790",12063,0
"2791",12064,0
"2792",12065,0
"2793",12066,0
"2794",12067,0
"2795",12068,0
"2796",12069,0
"2797",12070,0
"2798",12071,0
"2799",12072,0
"2800",12073,0
"2801",12074,0
"2802",12075,0
"2803",12076,0
"2804",12077,0
"2805",12078,0
"2806",12079,0
"2807",12080,0
"2808",12081,0
"2809",12082,0
"2810",12083,0
"2811",12084,0
"2812",12085,0
"2813",12086,0
"2814",12087,0
"2815",12088,0
"2816",12089,0
"2817",12090,0
"2818",12091,0
"2819",12092,0
"2820",12093,0
"2821",12094,0
"2822",12095,0
"2823",12096,0
"2824",12097,0
"2825",12098,0
"2826",12099,0
"2827",12100,0
"2828",12101,0
"2829",12102,0
"2830",12103,0
"2831",12104,0
"2832",12105,0
"2833",12106,0
"2834",12107,0
"2835",12108,0
"2836",12109,0
"2837",12110,0
"2838",12111,0
"2839",12112,0
"2840",12113,0
"2841",12114,0
"2842",12115,0
"2843",12116,0
"2844",12117,0
"2845",12118,0
"2846",12119,0
"2847",12120,0
"2848",12121,0
"2849",12122,0
"2850",12123,0
"2851",12124,0
"2852",12125,0
"2853",12126,0
"2854",12127,0
"2855",12128,0
"2856",12129,0
"2857",12130,0
"2858",12131,0
"2859",12132,0
"2860",12133,0
"2861",12134,0
"2862",12135,0
"2863",12136,0
"2864",12137,0
"2865",12138,0
"2866",12139,0
"2867",12140,0
"2868",12141,0
"2869",12142,0
"2870",12143,0
"2871",12144,0
"2872",12145,0
"2873",12146,0
"2874",12147,0
"2875",12148,0
"2876",12149,0
"2877",12150,0
"2878",12151,0
"2879",12152,0
"2880",12153,0
"2881",12154,0
"2882",12155,0
"2883",12156,0
"2884",12157,0
"2885",12158,0
"2886",12159,0
"2887",12160,0
"2888",12161,0
"2889",12162,0
"2890",12163,0
"2891",12164,0
"2892",12165,0
"2893",12166,0
"2894",12167,0
"2895",12168,0
"2896",12169,0
"2897",12170,0
"2898",12171,0
"2899",12172,0
"2900",12173,0
"2901",12174,0
"2902",12175,0
"2903",12176,0
"2904",12177,0
"2905",12178,0
"2906",12179,0
"2907",12180,0
"2908",12181,0
"2909",12182,0
"2910",12183,0
"2911",12184,0
"2912",12185,0
"2913",12186,0
"2914",12187,0
"2915",12188,0
"2916",12189,0
"2917",12190,0
"2918",12191,0
"2919",12192,0
"2920",12193,0
"2921",12194,0
"2922",12195,0
"2923",12196,0
"2924",12197,0
"2925",12198,0
"2926",12199,0
"2927",12200,0
"2928",12201,0
"2929",12202,0
"2930",12203,0
"2931",12204,0
"2932",12205,0
"2933",12206,0
"2934",12207,0
"2935",12208,0
"2936",12209,0
"2937",12210,0
"2938",12211,0
"2939",12212,0
"2940",12213,0
"2941",12214,0
"2942",12215,0
"2943",12216,0
"2944",12217,0
"2945",12218,0
"2946",12219,0
"2947",12220,0
"2948",12221,0
"2949",12222,0
"2950",12223,0
"2951",12224,0
"2952",12225,0
"2953",12226,0
"2954",12227,0
"2955",12228,0
"2956",12229,0
"2957",12230,0
"2958",12231,0
"2959",12232,0
"2960",12233,0
"2961",12234,0
"2962",12235,0
"2963",12236,0
"2964",12237,0
"2965",12238,0
"2966",12239,0
"2967",12240,0
"2968",12241,0
"2969",12242,0
"2970",12243,0
"2971",12244,0
"2972",12245,0
"2973",12246,0
"2974",12247,0
"2975",12248,0
"2976",12249,0
"2977",12250,0
"2978",12251,0
"2979",12252,0
"2980",12253,0
"2981",12254,0
"2982",12255,0
"2983",12256,0
"2984",12257,0
"2985",12258,0
"2986",12259,0
"2987",12260,0
"2988",12261,0
"2989",12262,0
"2990",12263,0
"2991",12264,0
"2992",12265,0
"2993",12266,0
"2994",12267,0
"2995",12268,0
"2996",12269,0
"2997",12270,0
"2998",12271,0
"2999",12272,0
"3000",12273,0
"3001",12274,0
"3002",12275,0
"3003",12276,0
"3004",12277,0
"3005",12278,0
"3006",12279,0
"3007",12280,0
"3008",12281,0
"3009",12282,0
"3010",12283,0
"3011",12284,0
"3012",12285,0
"3013",12286,0
"3014",12287,0
"3015",12288,0
"3016",12289,0
"3017",12290,0
"3018",12291,0
"3019",12292,0
"3020",12293,0
"3021",12294,0
"3022",12295,0
"3023",12296,0
"3024",12297,0
"3025",12298,0
"3026",12299,0
"3027",12300,0
"3028",12301,0
"3029",12302,0
"3030",12303,0
"3031",12304,0
"3032",12305,0
"3033",12306,0
"3034",12307,0
"3035",12308,0
"3036",12309,0
"3037",12310,0
"3038",12311,0
"3039",12312,0
"3040",12313,0
"3041",12314,0
"3042",12315,0
"3043",12316,0
"3044",12317,0
"3045",12318,0
"3046",12319,0
"3047",12320,0
"3048",12321,0
"3049",12322,0
"3050",12323,0
"3051",12324,0
"3052",12325,0
"3053",12326,0
"3054",12327,0
"3055",12328,0
"3056",12329,0
"3057",12330,0
"3058",12331,0
"3059",12332,0
"3060",12333,0
"3061",12334,0
"3062",12335,0
"3063",12336,0
"3064",12337,0
"3065",12338,0
"3066",12339,0
"3067",12340,0
"3068",12341,0
"3069",12342,0
"3070",12343,0
"3071",12344,0
"3072",12345,0
"3073",12346,0
"3074",12347,0
"3075",12348,0
"3076",12349,0
"3077",12350,0
"3078",12351,0
"3079",12352,0
"3080",12353,0
"3081",12354,0
"3082",12355,0
"3083",12356,0
"3084",12357,0
"3085",12358,0
"3086",12359,0
"3087",12360,0
"3088",12361,0
"3089",12362,0
"3090",12363,0
"3091",12364,0
"3092",12365,0
"3093",12366,0
"3094",12367,0
"3095",12368,0
"3096",12369,0
"3097",12370,0
"3098",12371,0
"3099",12372,0
"3100",12373,0
"3101",12374,0
"3102",12375,0
"3103",12376,0
"3104",12377,0
"3105",12378,0
"3106",12379,0
"3107",12380,0
"3108",12381,0
"3109",12382,0
"3110",12383,0
"3111",12384,0
"3112",12385,0
"3113",12386,0
"3114",12387,0
"3115",12388,0
"3116",12389,0
"3117",12390,0
"3118",12391,0
"3119",12392,0
"3120",12393,0
"3121",12394,0
"3122",12395,0
"3123",12396,0
"3124",12397,0
"3125",12398,0
"3126",12399,0
"3127",12400,0
"3128",12401,0
"3129",12402,0
"3130",12403,0
"3131",12404,0
"3132",12405,0
"3133",12406,0
"3134",12407,0
"3135",12408,0
"3136",12409,0
"3137",12410,0
"3138",12411,0
"3139",12412,0
"3140",12413,0
"3141",12414,0
"3142",12415,0
"3143",12416,0
"3144",12417,0
"3145",12418,0
"3146",12419,0
"3147",12420,0
"3148",12421,0
"3149",12422,0
"3150",12423,0
"3151",12424,0
"3152",12425,0
"3153",12426,0
"3154",12427,0
"3155",12428,0
"3156",12429,0
"3157",12430,0
"3158",12431,0
"3159",12432,0
"3160",12433,0
"3161",12434,0
"3162",12435,0
"3163",12436,0
"3164",12437,0
"3165",12438,0
"3166",12439,0
"3167",12440,0
"3168",12441,0
"3169",12442,0
"3170",12443,0
"3171",12444,0
"3172",12445,0
"3173",12446,0
"3174",12447,0
"3175",12448,0
"3176",12449,0
"3177",12450,0
"3178",12451,0
"3179",12452,0
"3180",12453,0
"3181",12454,0
"3182",12455,0
"3183",12456,0
"3184",12457,0
"3185",12458,0
"3186",12459,0
"3187",12460,0
"3188",12461,0
"3189",12462,0
"3190",12463,0
"3191",12464,0
"3192",12465,0
"3193",12466,0
"3194",12467,0
"3195",12468,0
"3196",12469,0
"3197",12470,0
"3198",12471,0
"3199",12472,0
"3200",12473,0
"3201",12474,0
"3202",12475,0
"3203",12476,0
"3204",12477,0
"3205",12478,0
"3206",12479,0
"3207",12480,0
"3208",12481,0
"3209",12482,0
"3210",12483,0
"3211",12484,0
"3212",12485,0
"3213",12486,0
"3214",12487,0
"3215",12488,0
"3216",12489,0
"3217",12490,0
"3218",12491,0
"3219",12492,0
